"marca","modello","paese","prezzo_auto","anticipo","durata","importo_finanziato","importo_totale_dovuto","taeg","tan_fisso","rata","carrozzeria","tipo_di_veicolo","trazione","posti","porte","offerta_n","per_neopatentati","chilometraggio","anno","anno_di_produzione","potenza","tipo_di_cambio","cilindrata","marce","cilindri","peso_a_vuoto","carburante","consumo_di_carburante2_8","emissioni_co_2_8","classe_emissioni","comfort","intrattenimento_media","sicurezza","extra","colore","colore_specifico","tipo_di_vernice","materiale","optional","altre_fonti_energetiche","acconto","usato_garantito","veicolo_non_fumatori","colore_finiture_interne","versione_per_nazione","ultimo_tagliando","proprietari","tagliandi_certificati","revisione","costo_del_trasferimento","consumo_di_carburante_wltp_2_8","emissioni_co_wltp_2_8","disponibilita","cambio_cinghia_distribuzione","emissioni_co_2","costo_di_registrazione","importo_da_pagare","importo_totale_netto_del_credito","importo_lordo_del_credito","spese","taeg_2","rata_mensile","rata_finale","acconto_1","gamma_elettrica_wltp","consumo_di_energia_wltp_2","v6","pagamento_speciale"
"Fiat ","1.0 firefly hybrid City Life s *PROMO OUTLET*","Torino - To, IT","€ 9.090,-","-","60 Mesi","€ 9.100,-","€ 11.245,75","9,04 %","7,96 %","€ 184,30","City car","Usato",NA,5,5,NA,"Sì","36.500 km","07/2022",NA,"51 kW (69 CV)","Manuale","999 cm³",6,3,"1.055 kg",NA,"3,9 l/100 km (comb.)","89 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero",NA,NA,"Stoffa","Alzacristalli elettrici*Climatizzatore*Regolazione elettrica sedili*Start/Stop Automatico*Autoradio digitale*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Chiusura centralizzata telecomandata*ESP*Servosterzo*Sistema di controllo pressione pneumatici*Cerchioni in acciaio*Luce d'ambiente*Portapacchi*Estensione di garanzia*Tre tagliandi ufficiali*Un treno gomme aggiuntivo*Auto sostitutiva sempre gratuita*Bonus futuro garantito se vorrai riacquistare da noi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 5.198,-","60 mesi","Sì","Nero","Italia","03/2024",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","1.0 firefly hybrid Cross PROMO FIN.","Frossasco - To, IT","€ 13.990,-","-","60 Mesi","€ 14.000,-","€ 17.020,80","8,28 %","7,50 %","€ 280,53","City car","KM0",NA,5,5,NA,"Sì","1 km","10/2023",NA,"51 kW (69 CV)","Manuale","999 cm³",6,3,"1.055 kg",NA,NA,NA,"Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Blu/Azzurro",NA,NA,NA,"Alzacristalli elettrici*Controllo automatico clima*Regolazione elettrica sedili*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Specchietti laterali elettrici*Start/Stop Automatico*Vetri oscurati*Volante multifunzione*Autoradio*MP3*Sound system*Airbag conducente*Airbag laterali*Airbag passeggero*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*ESP*Fari di profondità antiabbagliamento*Fendinebbia*Servosterzo*Sistema di controllo pressione pneumatici*Cerchioni in acciaio*Gancio traino*Portapacchi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 0,-",NA,NA,"Altro",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","Panda 1.0 firefly hybrid City Life","Bivio Cava Manara - Pavia - PA, IT","€ 12.700,-","-","60 Mesi","€ 12.700,-","€ 15.457,80","8,34 %","7,50 %","€ 254,48","City car","Usato","Anteriore",5,5,NA,"Sì","1 km","07/2023",NA,"51 kW (69 CV)","Manuale","999 cm³",6,3,"1.055 kg",NA,"3,9 l/100 km (comb.)","121 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","GRIGIO MAESTRO","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Start/Stop Automatico*Vetri oscurati*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata telecomandata*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Luci diurne*Servosterzo*Sistema di controllo pressione pneumatici*Cerchioni in acciaio*Pneumatici estivi*Portapacchi*Ruotino*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ",NA,NA,NA,"Nero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","Panda 1.2 Pop ""PROMO OUTLET""","Torino - To, IT","€ 7.240,-","-","60 Mesi","€ 7.250,-","€ 9.045,13","9,49 %","8,21 %","€ 147,70","City car","Usato","Anteriore",4,5,NA,"Sì","16.890 km","10/2020",NA,"51 kW (69 CV)","Manuale","1.242 cm³",5,4,"1.055 kg","Benzina","4,9 l/100 km (comb.)5,8 l/100 km (urbano)4,3 l/100 km (extraurbano)","111 g/km (comb.)","Euro 6","Comfort",NA,"Sicurezza","Extra","Arancione","ARANCIO SICILIA",NA,"Stoffa","Alzacristalli elettrici*Climatizzatore*Hill Holder*Start/Stop Automatico*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Frenata d'emergenza assistita*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Ruotino*Estensione di garanzia*Tre tagliandi ufficiali*Un treno gomme aggiuntivo*Auto sostitutiva sempre gratuita*Bonus futuro garantito se vorrai riacquistare da noi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","60 mesi","Sì","Nero","Italia","03/2024",1,"Sì",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","1.0 Hybrid NEOPATENTATI - PROMO ""SMART PAY""","Como - Co, IT","€ 10.850,-","-","60 Mesi","€ 10.850,-","€ 13.233,60","8,43 %","7,50 %","€ 217,41","Berlina","Usato","Anteriore",4,5,"20046695","Sì","37.800 km","03/2022",NA,"51 kW (69 CV)","Manuale","999 cm³",6,3,"1.055 kg",NA,"3,9 l/100 km (comb.)","89 g/km (comb.)","Euro 6d","Comfort","Intrattenimento / Media","Sicurezza",NA,"Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Autoradio*Bluetooth*ABS*Airbag conducente*Airbag passeggero*Airbag testa*Antifurto*Chiusura centralizzata*Controllo automatico trazione*ESP*Immobilizzatore elettronico*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ",NA,"12 mesi","Sì","Nero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","1.2 Dynamic NEOPATENTATI","Alba CN, IT","€ 5.800,-","-","60 Mesi","€ 5.800,-","€ 7.269,10","9,70 %","8,21 %","€ 118,16","Berlina","Usato","Anteriore",4,5,"20257486","Sì","57.200 km","03/2009",NA,"44 kW (60 CV)","Manuale","1.242 cm³",5,4,"935 kg","Benzina","5,6 l/100 km (comb.)7,1 l/100 km (urbano)4,8 l/100 km (extraurbano)","133 g/km (comb.)","Euro 4","Comfort",NA,"Sicurezza",NA,"Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*ABS*Airbag conducente*Airbag passeggero*Chiusura centralizzata*Immobilizzatore elettronico*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,"Grigio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","III - Panda 1.2 City Cross s&s 69cv my19","Biella - Bi, IT","€ 10.900,-","-","60 Mesi","€ 10.900,-","€ 13.293,60","8,43 %","7,50 %","€ 218,41","Berlina","Usato","Anteriore",4,5,"01921650022-U337197","Sì","62.206 km","01/2019",NA,"51 kW (69 CV)","Manuale","1.242 cm³",5,4,"1.090 kg","Benzina 91","4,6 l/100 km (comb.)7,4 l/100 km (urbano)5,1 l/100 km (extraurbano)","129 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media",NA,"Extra","Blu/Azzurro","BLU ELETTRICO","Altro","Stoffa","Controllo automatico clima*Specchietti laterali elettrici*Volante multifunzione*Autoradio*Cerchi in lega*Portapacchi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,"Nero",NA,NA,1,NA,"01/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","1.0 FireFly S&S Hybrid Sport 70CV","Nichelino -  TO, IT","€ 12.490,-","-","60 Mesi","€ 12.500,-","€ 15.217,20","8,34 %","7,50 %","€ 250,47","Berlina","Usato","Anteriore",4,5,"7833746","Sì","18.300 km","06/2021",2021,"51 kW (69 CV)","Manuale","999 cm³",6,3,"980 kg",NA,NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Start/Stop Automatico*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Airbag conducente*Airbag passeggero*Airbag testa*Chiusura centralizzata*ESP*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 0,-",NA,NA,"Nero",NA,NA,NA,NA,NA,NA,"3,9 l/100 km (comb.)","89 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiat ","1.2 Dynamic (PER COMMERCIANTI)","Seregno - Monza Brianza - Mb, IT","€ 2.000,-","-","36 Mesi","€ 2.000,-","€ 2.279,52","9,06 %","8,70 %","€ 63,32","Berlina","Usato","Anteriore",4,5,"7911319",NA,"208.577 km","07/2010",2010,"51 kW (69 CV)","Manuale","1.242 cm³",5,4,"860 kg","Benzina","4,9 l/100 km (comb.)6,4 l/100 km (urbano)4 l/100 km (extraurbano)","113 g/km (comb.)","Euro 5",NA,NA,"Sicurezza","Extra","Grigio","Grigio","Metallizzato","Pelle scamosciata","ABS*Airbag conducente*Airbag passeggero*Assistente abbaglianti*Immobilizzatore elettronico*Servosterzo*Ruotino*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,NA,NA,NA,NA,NA,"10/2024","Enthalten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","STREETWAY 1.0 TCE COMFORT ECO-G 100CV","Viterbo - Vt, IT","€ 11.900,-","-","60 Mesi","€ 11.900,-","€ 14.496,-","8,37 %","7,50 %","€ 238,45","Altro","Usato",NA,NA,NA,"7947265",NA,"43.442 km","06/2021",2021,"74 kW (101 CV)","Manuale",NA,NA,NA,NA,"Altro",NA,NA,NA,NA,NA,NA,NA,"Bianco","Bianco","Altro",NA,"IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Stepway 1.0 tce Comfort 90cv","Vigevano - Pavia - Pv, IT","€ 14.900,-","-","84 Mesi","€ 14.900,-","€ 20.503,28","10,05 %","8,50 %","€ 239,92","Berlina","Usato","Anteriore",5,5,"7645136",NA,"11.000 km","07/2022",2022,"67 kW (91 CV)","Manuale","999 cm³",6,3,"1.096 kg","Benzina 91",NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Controllo automatico clima*Cruise Control*Park distance control*Sensore di luminosità*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Bluetooth*Computer di bordo*USB*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*ESP*Fendinebbia*Isofix*Limitatore di velocità*Sistema di controllo pressione pneumatici*Kit antipanne*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 5.486,-","12 mesi",NA,"Nero",NA,"12/2023",1,NA,"07/2026",NA,"5,3 l/100 km (comb.)","119 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Sandero Stepway 1.5 dci 90cv","Mentana - Roma - RM, IT","€ 6.990,-","-","60 Mesi","€ 7.000,-","€ 8.739,10","9,52 %","8,21 %","€ 142,61","Berlina","Usato","Anteriore",5,5,NA,NA,"142.857 km","03/2015",NA,"66 kW (90 CV)","Manuale","1.461 cm³",5,4,"1.198 kg","Diesel","4 l/100 km (comb.)4,6 l/100 km (urbano)3,7 l/100 km (extraurbano)","105 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Argento",NA,NA,"Stoffa","Alzacristalli elettrici*Climatizzatore*Cruise Control*Sistema di navigazione*Volante in pelle*Bluetooth*MP3*Sound system*Vivavoce*Airbag conducente*Airbag passeggero*Airbag testa*ESP*Fendinebbia*Frenata d'emergenza assistita*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Cerchioni in acciaio*Luce d'ambiente*Portapacchi*Ruota di riserva*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi",NA,NA,"Italia","01/2024",1,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Streetway 1.0 tce Comfort Eco g 100cv","Correggio - Reggio Emilia - Re, IT","€ 13.250,-","-","60 Mesi","€ 13.250,-","€ 16.119,-","8,31 %","7,50 %","€ 265,50","Berlina","Usato",NA,NA,5,"20520115",NA,"41.099 km","01/2021",NA,"74 kW (101 CV)","Manuale","999 cm³",NA,3,NA,"GPL",NA,NA,"Euro 6",NA,NA,"Sicurezza",NA,"Blu/Azzurro","Blu","Metallizzato",NA,"ABS*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Stepway 1.0 tce Comfort 90cv","Caresanablot - Vercelli, IT","€ 14.900,-","-","60 Mesi","€ 14.900,-","€ 18.103,20","8,25 %","7,51 %","€ 298,57","Berlina","Usato","Anteriore",5,5,"7645136",NA,"11.000 km","07/2022",2022,"67 kW (91 CV)","Manuale","999 cm³",6,3,"1.096 kg","Benzina 91",NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Controllo automatico clima*Cruise Control*Park distance control*Sensore di luminosità*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Bluetooth*Computer di bordo*USB*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*ESP*Fendinebbia*Isofix*Limitatore di velocità*Sistema di controllo pressione pneumatici*Kit antipanne*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 999,-","12 mesi",NA,"Nero",NA,"12/2023",1,NA,"07/2026",NA,"5,3 l/100 km (comb.)","119 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Stepway 0.9 TCe 12V 90 CV Start&Stop","Bologna - BO, IT","€ 9.900,-","-","60 Mesi","€ 9.900,-","€ 12.219,-","8,98 %","7,96 %","€ 200,50","Berlina","Usato","Anteriore",5,5,"7918503",NA,"34.000 km","09/2018",2018,"66 kW (90 CV)","Manuale","898 cm³",5,3,"1.064 kg","Benzina","5,1 l/100 km (comb.)5,8 l/100 km (urbano)4,7 l/100 km (extraurbano)","115 g/km (comb.)","Euro 6","Comfort",NA,"Sicurezza",NA,"Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Assistente abbaglianti*Chiusura centralizzata*Controllo automatico trazione*ESP*Fendinebbia*Isofix*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,"Nero",NA,NA,NA,NA,NA,"€ 990,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dacia ","Stepway 1.5 dCi 8V 90CV Start&Stop","Torino, IT","€ 6.999,-","-","60 Mesi","€ 7.000,-","€ 8.739,10","9,52 %","8,21 %","€ 142,61","Berlina","Usato","Anteriore",5,5,"20432210",NA,"141.047 km","04/2016",NA,"66 kW (90 CV)","Manuale","1.461 cm³",5,4,"1.198 kg","Diesel","3,8 l/100 km (comb.)4,3 l/100 km (urbano)3,5 l/100 km (extraurbano)","98 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Rosso","Rosso","Metallizzato","Stoffa","Alzacristalli elettrici*Climatizzatore*Cruise Control*Park distance control*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Volante multifunzione*Autoradio*Bluetooth*Computer di bordo*MP3*Sound system*USB*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fendinebbia*Immobilizzatore elettronico*Luci diurne*Servosterzo*Kit fumatori*Ruota di riserva*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi",NA,"Grigio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
