marca,modello,paese,prezzo_auto,anticipo,durata,importo_finanziato,importo_totale_dovuto,taeg,tan_fisso,rata,carrozzeria,tipo_di_veicolo,trazione,posti,porte,offerta_n,per_neopatentati,chilometraggio,anno,anno_di_produzione,potenza,tipo_di_cambio,cilindrata,marce,cilindri,peso_a_vuoto,carburante,consumo_di_carburante2_8,emissioni_co_2_8,classe_emissioni,comfort,intrattenimento_media,sicurezza,extra,colore,colore_specifico,tipo_di_vernice,materiale,optional,altre_fonti_energetiche,acconto,usato_garantito,veicolo_non_fumatori,colore_finiture_interne,versione_per_nazione,ultimo_tagliando,proprietari,tagliandi_certificati,revisione,costo_del_trasferimento,consumo_di_carburante_wltp_2_8,emissioni_co_wltp_2_8,cambio_cinghia_distribuzione,emissioni_co_2,costo_di_registrazione,importo_da_pagare,importo_totale_netto_del_credito,importo_lordo_del_credito,spese,taeg_2,rata_mensile,rata_finale,acconto_1,offerta_n_,costo_del_trasferimento_,intrattenimento___media,importo_lordo_del_credito__,taeg_
Jeep ,Renegade,"Vedano al Lambro - Monza Brianza - Mb, IT","€ 22.700,-",-0,60 Mesi,"€ 22.700,-","€ 27.805,20","8,62 %","8,00 %","€ 460,27",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,01169590138-U30167,NA,21.577 km,01/2020,NA,110 kW (150 CV),Automatico,1.332 cm³,6,4,1.320 kg,Benzina 91,"5,9 l/100 km (comb.)7,2 l/100 km (urbano)5,1 l/100 km (extraurbano)",135 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,GLACIER,Altro,Stoffa,"Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Sound system*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Luce d'ambiente*Portapacchi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,NA,1,NA,01/2026,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Montebelluna - Treviso - Tv, IT","€ 16.400,-",-0,60 Mesi,"€ 16.400,-","€ 20.140,80","8,74 %","8,00 %","€ 332,53",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,7837325,NA,41.597 km,12/2019,2019,88 kW (120 CV),Manuale,999 cm³,6,3,1.245 kg,Benzina,"5,9 l/100 km (comb.)7,5 l/100 km (urbano)5 l/100 km (extraurbano)",135 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Bianco,Bianco,Altro,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore automatico, 2 zone*Park distance control*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Bluetooth*Computer di bordo*USB*Adaptive Cruise Control*Airbag laterali*Airbag passeggero*Airbag posteriore*Chiusura centralizzata*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Isofix*Limitatore di velocità*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Kit antipanne*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 22.778,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Roma - RM, IT","€ 15.890,-",-0,60 Mesi,"€ 15.900,-","€ 19.532,40","8,76 %","8,00 %","€ 322,39",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,19802086,NA,46.000 km,03/2019,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.320 kg,Benzina,"6,5 l/100 km (comb.)6,5 l/100 km (urbano)5,3 l/100 km (extraurbano)",132 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,Nero,Metallizzato,NA,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Kit antipanne*Marmitta catalitica*Pneumatici estivi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,12 mesi,Sì,Nero,NA,NA,1,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Latina - Lt, IT","€ 19.490,-",-0,60 Mesi,"€ 19.500,-","€ 23.912,40","8,67 %","8,00 %","€ 395,39",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,1320384,NA,48.800 km,05/2020,NA,88 kW (120 CV),Automatico,1.598 cm³,6,4,NA,Diesel,"4,4 l/100 km (comb.)5,3 l/100 km (urbano)4,4 l/100 km (extraurbano)",116 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Rosso,NA,Metallizzato,NA,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Regolazione elettrica sedili*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Android Auto*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*Sound system*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Fari LED*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,Sì,Grigio,Italia,NA,1,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Verolengo, IT","€ 16.900,-",-0,60 Mesi,"€ 16.900,-","€ 20.749,20","8,73 %","8,00 %","€ 342,67",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,NA,NA,48.800 km,08/2021,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.395 kg,Benzina,"6,4 l/100 km (comb.)6,9 l/100 km (urbano)4,8 l/100 km (extraurbano)",145 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,NA,Metallizzato,Stoffa,"Alzacristalli elettrici*Climatizzatore*Cruise Control*Hill Holder*Park distance control*Regolazione elettrica sedili*Sedile posteriore sdoppiato*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di parcheggio automatico*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Vetri oscurati*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag testa*Fendinebbia*Luci diurne*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega*Controllo vocale*Touch screen*Telecamera di parcheggio *Sensori anteriori posteriori di parcheggio *Cerchi in lega da 17"" *Cluster digitale *Apple ed Android auto system *Adaptive cruise control *Volante multifunzione con comandi vocali *E-call *Wi-Fi *Pneumatici all-season NB: Prezzo vettura soggetto ad adesione finanziamento promozionatoOFFERTA TOPCARSWEB: PREZZO PROMO DI € 16900,00;Il prezzo di acquisto della vettura senza promo è 18.900,00 euro.* PER QUALSIASI INFO:MARIO: 3663169127 - mario@topcarsweb.itLe vetture sono visionabili previo appuntamento precedentemente concordato.Visitate il nostro sito www.topcarsweb.itNOTE: Prestiamo molta attenzione alla stesura di ogni singolo annuncio, ma TOPCARSWEB declina ogni responsabilità per eventuali incongruenze che si dovessero verificare fra la descrizione qui presente e la vettura in oggetto, invitiamo pertanto a verificare le caratteristiche e accessori dello specifico veicolo assieme al venditore.Grazie per averci scelto.*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,NA,Nero,Italia,NA,1,Sì,NA,"€ 895,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Cinisello Balsamo - Milano - Mi, IT","€ 16.900,-",-0,84 Mesi,"€ 16.900,-","€ 23.164,40","9,90 %","8,50 %","€ 271,60",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20436553,NA,50.810 km,07/2020,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.320 kg,Benzina,"6,5 l/100 km (comb.)6,5 l/100 km (urbano)5,3 l/100 km (extraurbano)",132 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sedili riscaldati*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Volante riscaldato*Android Auto*Apple CarPlay*Autoradio digitale*Bluetooth*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Immobilizzatore elettronico*Isofix*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega*Freno di stazionamento elettrico*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,NA,Grigio,NA,NA,NA,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeep ,Renegade,"Pianezza - Torino - To, IT","€ 24.900,-",-0,60 Mesi,"€ 24.900,-","€ 30.481,80","8,59 %","8,00 %","€ 504,88",SUV/Fuoristrada/Pick-up,KM0,Anteriore,5,5,20249476,NA,1 km,01/2023,NA,88 kW (120 CV),Manuale,999 cm³,6,3,1.395 kg,Benzina,"5,6 l/100 km (comb.)6,9 l/100 km (urbano)4,8 l/100 km (extraurbano)",128 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,Nero,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Regolazione elettrica sedili*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Limitatore di velocità*Luci diurne*Riconoscimento dei segnali stradali*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Nero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiat ,500X,"Gavirate - Varese - Va, IT","€ 14.500,-",-0,60 Mesi,"€ 14.500,-","€ 17.622,-","8,27 %","7,50 %","€ 290,55",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,7942211,NA,36.303 km,11/2019,2019,88 kW (120 CV),Manuale,999 cm³,6,3,1.320 kg,Benzina,"5,8 l/100 km (comb.)7 l/100 km (urbano)5 l/100 km (extraurbano)",133 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Blu/Azzurro,Blu,Altro,NA,"Alzacristalli elettrici*Climatizzatore*Cruise Control*Sedile posteriore sdoppiato*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Controllo elettronico della corsia*Fari LED*Fendinebbia*Luci diurne*Riconoscimento dei segnali stradali*Sistema di controllo pressione pneumatici*Cerchi in lega*Freno di stazionamento elettrico*Portapacchi*Ruota di riserva*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiat ,500X,"Torino - To, IT","€ 15.690,-",-0,60 Mesi,"€ 15.700,-","€ 19.289,40","8,76 %","8,00 %","€ 318,34",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20529257,NA,59.000 km,10/2019,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.320 kg,Diesel,"4,7 l/100 km (comb.)5,5 l/100 km (urbano)4,1 l/100 km (extraurbano)",124 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Nero,Nero,NA,NA,"Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Immobilizzatore elettronico*Riconoscimento dei segnali stradali*Servosterzo*Cerchi in lega*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,12 mesi,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiat ,500X,"Trebaseleghe - Padova, IT","€ 13.900,-",-0,60 Mesi,"€ 13.900,-","€ 16.900,80","8,29 %","7,51 %","€ 278,53",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,20452090,NA,80.000 km,04/2018,NA,88 kW (120 CV),Manuale,1.598 cm³,6,4,1.395 kg,Diesel,"4,1 l/100 km (comb.)4,7 l/100 km (urbano)3,8 l/100 km (extraurbano)",109 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Bianco,Bianco,Altro,Pelle parziale,"Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Volante multifunzione*Autoradio*Bluetooth*MP3*USB*Vivavoce*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari Xenon*Fendinebbia*Immobilizzatore elettronico*Servosterzo*Cerchi in lega*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,Sì,Grigio,NA,NA,NA,NA,NA,Keine Angabe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
